product_id,category,client_id,amount,date
P007,Books,C0065,416.53,2023-01-08
P052,Home,C0766,42.14,2023-06-30
P060,Home,C0327,338.45,2023-04-21
P003,Toys,C0838,458.7,2023-01-08
P075,Electronics,C0988,26.66,2023-07-26
P016,Home,C0412,344.46,2023-09-21
P004,Toys,C0613,354.05,2023-02-11
P018,Electronics,C0629,469.25,2023-05-24
P067,Clothing,C0468,430.36,2023-05-21
P088,Clothing,C0099,279.62,2023-03-08
P062,Books,C0105,71.26,2023-04-14
P045,Toys,C0531,396.66,2023-04-23
P099,Toys,C0661,78.56,2023-03-31
P087,Electronics,C0747,474.87,2023-07-02
P076,Books,C0067,256.26,2023-10-17
P030,Electronics,C0631,121.13,2023-02-11
P030,Books,C0101,148.26,2023-06-14
P010,Clothing,C0445,133.51,2023-06-01
P037,Home,C0435,76.51,2023-09-26
P047,Home,C0116,34.82,2023-02-21
P002,Home,C0626,200.37,2023-07-22
P096,Clothing,C0649,152.32,2023-07-16
P007,Toys,C0344,144.64,2023-03-03
P017,Books,C0671,51.6,2023-11-01
P053,Clothing,C0100,150.12,2023-08-28
P058,Clothing,C0853,168.94,2023-12-07
P056,Home,C0121,173.19,2023-10-14
P021,Clothing,C0589,21.14,2023-09-18
P002,Electronics,C0544,193.4,2023-05-05
P041,Toys,C0949,482.33,2023-04-16
P056,Toys,C0637,131.98,2023-02-18
P069,Electronics,C0639,442.89,2023-11-09
P005,Home,C0984,140.99,2023-08-26
P097,Clothing,C0762,485.14,2023-08-26
P031,Clothing,C0734,191.82,2023-08-02
P060,Electronics,C0849,127.13,2023-08-18
P080,Electronics,C0329,244.8,2023-03-03
P001,Electronics,C0213,485.55,2023-07-28
P024,Toys,C0549,342.97,2023-04-12
P062,Home,C0521,196.01,2023-06-21
P093,Home,C0046,459.0,2023-02-14
P017,Electronics,C0965,95.99,2023-11-16
P027,Books,C0607,388.53,2023-08-11
P037,Toys,C0782,231.89,2023-07-29
P052,Toys,C0007,181.8,2023-10-08
P016,Books,C0391,214.07,2023-04-25
P032,Electronics,C0876,161.84,2023-04-22
P053,Clothing,C0433,224.08,2023-02-26
P055,Books,C0712,370.84,2023-01-29
P098,Clothing,C0339,175.05,2023-09-20
P062,Clothing,C0877,39.45,2023-02-17
P090,Clothing,C0670,182.95,2023-05-06
P039,Home,C0254,357.93,2023-08-09
P073,Clothing,C0592,356.75,2023-06-15
P095,Home,C0028,228.7,2023-11-12
P070,Home,C0452,129.17,2023-10-03
P079,Books,C0253,190.15,2023-06-11
P070,Clothing,C0500,462.76,2023-12-01
P030,Toys,C0330,213.21,2023-05-01
P026,Clothing,C0409,325.01,2023-04-08
P057,Books,C0065,310.22,2023-10-11
P033,Books,C0664,455.66,2023-12-06
P096,Toys,C0117,454.21,2023-02-18
P031,Electronics,C0689,97.1,2023-08-30
P096,Electronics,C0982,186.11,2023-09-26
P038,Electronics,C0036,187.55,2023-06-09
P034,Books,C0608,307.14,2023-09-28
P038,Books,C0829,26.81,2023-08-23
P096,Books,C0252,235.69,2023-11-26
P053,Toys,C0577,438.41,2023-06-21
P016,Clothing,C0442,263.18,2023-08-07
P005,Books,C0358,268.16,2023-02-06
P025,Books,C0008,456.33,2023-04-16
P035,Books,C0991,170.49,2023-12-09
P058,Home,C0729,394.21,2023-11-04
P046,Electronics,C0144,419.93,2023-04-29
P012,Home,C0286,260.0,2023-06-09
P047,Home,C0178,81.53,2023-10-20
P100,Toys,C0415,21.38,2023-07-31
P054,Home,C0450,371.04,2023-12-26
P073,Books,C0489,116.68,2023-05-09
P089,Home,C0613,454.81,2023-08-26
P011,Home,C0811,425.97,2023-09-10
P073,Toys,C0216,213.6,2023-01-08
P080,Books,C0155,478.25,2023-11-05
P082,Toys,C0041,402.51,2023-05-20
P037,Home,C0242,112.88,2023-07-14
P033,Toys,C0565,225.23,2023-08-22
P078,Home,C0086,416.97,2023-01-22
P076,Clothing,C0394,130.26,2023-10-01
P055,Books,C0844,217.0,2023-03-25
P026,Toys,C0516,481.23,2023-07-07
P048,Books,C0107,198.68,2023-07-16
P035,Home,C0334,180.07,2023-08-15
P067,Electronics,C0351,436.79,2023-03-07
P060,Home,C0357,339.24,2023-02-28
P070,Clothing,C0199,168.1,2023-05-20
P096,Toys,C0235,41.02,2023-11-02
P044,Electronics,C0554,81.92,2023-01-05
P059,Home,C0453,284.51,2023-07-12
P092,Home,C0055,244.88,2023-03-06
P065,Toys,C0051,182.91,2023-03-22
P020,Home,C0324,369.46,2023-10-30
P054,Toys,C0944,236.59,2023-05-27
P010,Clothing,C0828,476.61,2023-03-19
P046,Home,C0578,313.45,2023-08-14
P009,Toys,C0803,145.63,2023-07-19
P087,Electronics,C0254,168.72,2023-05-28
P043,Toys,C0278,347.37,2023-01-10
P076,Home,C0567,345.74,2023-03-14
P040,Home,C0672,77.07,2023-07-01
P084,Electronics,C0410,306.01,2023-09-11
P017,Books,C0406,267.06,2023-06-26
P092,Home,C0904,91.29,2023-02-08
P053,Home,C0009,272.37,2023-02-04
P033,Electronics,C0862,244.33,2023-11-25
P026,Home,C0421,337.95,2023-06-29
P025,Clothing,C0929,335.82,2023-01-24
P068,Clothing,C0834,124.02,2023-12-05
P011,Electronics,C0810,461.16,2023-11-30
P038,Clothing,C0418,40.97,2023-10-28
P086,Clothing,C0851,265.61,2023-09-01
P046,Books,C0043,395.89,2023-05-19
P060,Books,C0431,410.68,2023-01-18
P047,Books,C0647,488.39,2023-01-20
P035,Clothing,C0724,405.55,2023-05-15
P074,Home,C0210,364.83,2023-11-04
P061,Books,C0928,131.49,2023-10-11
P004,Electronics,C0697,169.72,2023-09-01
P060,Home,C0919,208.79,2023-10-18
P081,Clothing,C0443,59.68,2023-07-18
P028,Toys,C0826,449.96,2023-07-31
P081,Electronics,C0428,377.46,2023-10-08
P015,Electronics,C0388,202.21,2023-10-12
P058,Books,C0697,351.05,2023-03-20
P050,Home,C0087,330.94,2023-10-03
P036,Toys,C0191,172.31,2023-07-23
P040,Books,C0768,216.59,2023-08-24
P013,Toys,C0314,434.15,2023-12-29
P088,Electronics,C0371,241.19,2023-11-07
P050,Clothing,C0093,445.98,2023-03-27
P083,Toys,C0060,259.81,2023-04-05
P043,Home,C0351,110.26,2023-01-03
P040,Toys,C0008,262.44,2023-09-25
P044,Electronics,C0570,365.47,2023-10-16
P092,Clothing,C0295,437.75,2023-02-02
P037,Books,C0860,204.7,2023-01-18
P013,Toys,C0284,352.53,2023-11-07
P079,Clothing,C0575,369.51,2023-04-23
P018,Toys,C0167,278.81,2023-04-21
P052,Books,C0853,383.32,2023-12-13
P075,Toys,C0560,269.93,2023-02-13
P016,Home,C0290,97.33,2023-04-02
P056,Electronics,C0422,36.42,2023-06-28
P097,Electronics,C0049,48.14,2023-08-06
P094,Home,C0237,451.31,2023-03-09
P090,Books,C0307,337.02,2023-11-25
P044,Books,C0337,246.04,2023-12-14
P068,Electronics,C0931,486.52,2023-09-12
P035,Electronics,C0208,326.24,2023-12-09
P075,Books,C0403,487.3,2023-05-28
P092,Toys,C0185,478.86,2023-07-14
P065,Electronics,C0187,218.53,2023-02-15
P041,Home,C0562,482.82,2023-07-10
P022,Home,C0639,124.99,2023-03-18
P047,Electronics,C0334,137.49,2023-07-01
P011,Electronics,C0721,193.75,2023-11-01
P046,Clothing,C0896,40.36,2023-01-11
P060,Electronics,C0007,417.0,2023-03-02
P008,Clothing,C0696,49.75,2023-07-14
P015,Books,C0728,208.87,2023-04-02
P014,Electronics,C0764,79.08,2023-06-05
P091,Toys,C0025,475.1,2023-03-04
P008,Books,C0782,420.8,2023-01-15
P057,Toys,C0662,58.47,2023-01-27
P086,Books,C0071,101.06,2023-06-03
P004,Books,C0010,355.38,2023-06-09
P084,Clothing,C0728,71.5,2023-08-17
P007,Electronics,C0686,384.01,2023-05-23
P074,Books,C0865,406.98,2023-08-26
P023,Electronics,C0723,454.63,2023-01-31
P061,Electronics,C0035,77.52,2023-02-06
P021,Home,C0721,73.77,2023-02-15
P045,Home,C0611,430.73,2023-11-11
P098,Toys,C0771,339.4,2023-01-30
P037,Toys,C0131,312.86,2023-08-31
P050,Home,C0035,274.64,2023-01-14
P085,Clothing,C0118,162.4,2023-08-09
P079,Books,C0671,347.95,2023-02-03
P051,Clothing,C0453,51.47,2023-05-27
P055,Electronics,C0570,414.81,2023-02-22
P097,Books,C0194,312.46,2023-09-28
P063,Electronics,C0714,243.29,2023-03-16
P065,Books,C0292,78.07,2023-11-14
P056,Books,C0558,421.17,2023-04-30
P080,Toys,C0022,226.23,2023-07-02
P031,Home,C0587,425.45,2023-07-29
P049,Home,C0829,216.23,2023-08-20
P053,Electronics,C0846,495.74,2023-06-28
P019,Electronics,C0328,60.33,2023-10-21
P047,Electronics,C0071,71.03,2023-11-25
P028,Home,C0065,27.25,2023-09-30
P059,Electronics,C0895,266.45,2023-10-09
P035,Electronics,C0979,332.77,2023-02-01
P064,Home,C0187,156.97,2023-05-20
P065,Clothing,C0005,230.41,2023-11-06
P073,Toys,C0574,318.75,2023-03-03
P033,Toys,C0245,105.35,2023-06-23
P016,Toys,C0333,16.64,2023-10-18
P075,Home,C0536,269.33,2023-10-01
P095,Toys,C0794,268.16,2023-11-23
P094,Books,C0013,417.82,2023-11-28
P035,Toys,C0054,494.82,2023-05-04
P099,Clothing,C0062,24.86,2023-03-01
P008,Electronics,C0171,385.16,2023-07-10
P097,Home,C0283,455.14,2023-01-29
P004,Home,C0530,46.79,2023-01-28
P030,Clothing,C0169,45.93,2023-09-15
P018,Home,C0803,146.8,2023-11-22
P075,Toys,C0986,498.83,2023-05-02
P088,Home,C0933,288.37,2023-07-14
P010,Clothing,C0454,400.01,2023-07-16
P075,Clothing,C0084,232.69,2023-01-14
P091,Books,C0712,368.05,2023-07-13
P095,Electronics,C0257,313.88,2023-06-20
P089,Clothing,C0934,104.45,2023-03-21
P066,Electronics,C0111,221.85,2023-02-06
P053,Home,C0317,15.3,2023-02-17
P061,Books,C0325,286.67,2023-04-30
P086,Toys,C0133,324.67,2023-06-15
P003,Toys,C0202,324.84,2023-02-09
P082,Home,C0916,112.93,2023-12-07
P034,Home,C0366,452.16,2023-01-18
P014,Clothing,C0820,223.69,2023-01-08
P074,Clothing,C0970,274.71,2023-05-16
P043,Home,C0861,425.49,2023-12-30
P088,Home,C0854,252.09,2023-03-04
P092,Home,C0264,33.5,2023-07-30
P033,Electronics,C0935,416.32,2023-01-23
P012,Home,C0668,80.8,2023-04-20
P014,Home,C0769,317.5,2023-09-07
P045,Clothing,C0098,137.58,2023-02-08
P052,Toys,C0975,455.34,2023-06-28
P091,Home,C0510,208.71,2023-01-28
P050,Electronics,C0542,247.75,2023-02-28
P053,Electronics,C0622,212.5,2023-07-13
P094,Clothing,C0763,421.07,2023-03-03
P007,Clothing,C0825,488.35,2023-06-28
P056,Home,C0900,131.82,2023-05-18
P018,Clothing,C0529,381.63,2023-08-23
P075,Electronics,C0620,161.28,2023-04-14
P090,Books,C0567,360.51,2023-05-21
P090,Toys,C0639,340.67,2023-05-13
P049,Books,C0938,447.06,2023-05-15
P062,Home,C0828,434.33,2023-01-04
P032,Books,C0750,130.27,2023-07-03
P048,Toys,C0044,191.03,2023-02-26
P079,Electronics,C0275,461.97,2023-06-17
P027,Electronics,C0928,387.73,2023-12-03
P068,Electronics,C0566,27.82,2023-01-27
P089,Toys,C0050,218.49,2023-06-22
P068,Electronics,C0042,275.85,2023-02-20
P079,Books,C0755,391.53,2023-03-01
P091,Home,C0216,301.06,2023-09-18
P052,Electronics,C0066,392.19,2023-11-26
P089,Toys,C0716,66.48,2023-06-17
P095,Clothing,C0143,281.64,2023-10-20
P035,Clothing,C0645,343.81,2023-04-16
P040,Books,C0575,98.22,2023-11-08
P036,Electronics,C0284,84.89,2023-04-10
P093,Books,C0513,336.18,2023-12-13
P016,Clothing,C0606,419.92,2023-12-18
P065,Books,C0820,402.09,2023-05-10
P009,Home,C0947,169.63,2023-03-06
P007,Toys,C0842,120.98,2023-12-08
P041,Electronics,C0007,268.4,2023-07-01
P012,Home,C0922,402.31,2023-10-09
P080,Home,C0299,290.09,2023-03-01
P010,Toys,C0435,472.67,2023-02-09
P045,Electronics,C0525,422.05,2023-12-04
P025,Toys,C0317,494.42,2023-12-07
P082,Clothing,C0529,329.51,2023-05-14
P019,Books,C0657,449.08,2023-11-02
P035,Home,C0972,275.5,2023-09-04
P002,Clothing,C0360,316.08,2023-09-17
P050,Electronics,C0049,275.0,2023-09-03
P075,Toys,C0784,371.96,2023-12-23
P004,Books,C0279,180.87,2023-09-12
P059,Books,C0068,194.41,2023-01-30
P068,Toys,C0029,459.54,2023-08-24
P069,Home,C0322,422.04,2023-11-19
P030,Home,C0830,482.25,2023-09-07
P012,Electronics,C0246,180.67,2023-05-30
P059,Home,C0467,145.42,2023-05-26
P001,Books,C0851,431.37,2023-08-10
P065,Toys,C0255,41.39,2023-02-16
P004,Electronics,C0588,84.33,2023-02-01
P086,Home,C0429,268.6,2023-06-18
P033,Clothing,C0972,315.56,2023-10-17
P081,Books,C0156,495.74,2023-07-20
P008,Home,C0754,324.51,2023-09-22
P010,Books,C0180,158.09,2023-11-13
P050,Books,C0637,128.18,2023-08-13
P005,Clothing,C0516,410.67,2023-12-17
P010,Electronics,C0392,164.38,2023-03-01
P081,Clothing,C0293,26.28,2023-06-06
P073,Toys,C0219,278.92,2023-12-21
P013,Toys,C0888,280.88,2023-09-08
P028,Clothing,C0440,490.51,2023-07-29
P063,Electronics,C0629,173.64,2023-02-26
P098,Clothing,C0976,131.44,2023-03-07
P092,Home,C0281,335.73,2023-02-21
P043,Clothing,C0784,101.43,2023-03-18
P022,Toys,C0635,385.13,2023-05-05
P096,Home,C0330,185.55,2023-04-19
P061,Books,C0726,291.66,2023-02-18
P040,Electronics,C0941,58.35,2023-06-05
P025,Books,C0131,199.76,2023-03-26
P047,Books,C0687,359.91,2023-02-19
P034,Home,C1000,186.77,2023-05-21
P059,Clothing,C0241,62.53,2023-01-22
P024,Home,C0796,346.25,2023-01-23
P017,Toys,C0603,165.99,2023-05-23
P007,Electronics,C0887,327.57,2023-06-28
P023,Toys,C0054,151.35,2023-04-24
P043,Books,C0930,47.67,2023-03-21
P079,Home,C0054,52.03,2023-01-19
P034,Toys,C0726,463.87,2023-03-20
P080,Electronics,C0214,115.32,2023-03-27
P013,Toys,C0017,154.13,2023-05-20
P090,Books,C0895,264.12,2023-11-04
P057,Home,C0280,376.77,2023-09-22
P082,Toys,C0299,455.19,2023-01-29
P002,Electronics,C0984,379.86,2023-04-30
P057,Books,C0346,16.34,2023-08-02
P078,Books,C0358,316.64,2023-08-13
P045,Toys,C0695,230.01,2023-08-13
P058,Electronics,C0184,114.2,2023-02-16
P002,Home,C0148,400.74,2023-02-24
P054,Clothing,C0257,396.91,2023-11-03
P098,Electronics,C0803,239.83,2023-09-09
P034,Electronics,C0569,422.51,2023-12-16
P075,Clothing,C0519,453.37,2023-02-21
P061,Toys,C0787,377.86,2023-10-26
P087,Electronics,C0675,137.32,2023-08-23
P009,Books,C0523,352.21,2023-05-23
P058,Toys,C0534,331.45,2023-03-06
P002,Books,C0839,186.09,2023-03-26
P044,Toys,C0771,157.77,2023-07-10
P024,Toys,C0918,78.78,2023-05-27
P061,Toys,C0456,47.3,2023-06-20
P074,Electronics,C0946,434.38,2023-08-01
P076,Books,C0538,452.53,2023-03-08
P056,Electronics,C0019,481.68,2023-04-30
P011,Toys,C0808,333.85,2023-11-01
P094,Electronics,C0080,474.13,2023-11-18
P088,Toys,C0072,330.22,2023-05-16
P020,Books,C0432,54.29,2023-08-01
P077,Toys,C0579,156.02,2023-12-04
P037,Electronics,C0983,41.83,2023-03-19
P060,Clothing,C0548,120.15,2023-08-16
P099,Toys,C0090,479.17,2023-01-02
P078,Toys,C0220,284.8,2023-02-22
P008,Home,C0602,228.82,2023-07-17
P098,Toys,C0853,246.42,2023-02-16
P066,Electronics,C0603,105.29,2023-09-13
P085,Electronics,C0405,50.2,2023-06-16
P015,Electronics,C0857,39.07,2023-01-08
P026,Toys,C0463,11.3,2023-07-23
P018,Books,C0908,91.44,2023-09-07
P063,Home,C0415,430.35,2023-06-22
P075,Electronics,C0930,42.65,2023-05-08
P006,Electronics,C0868,453.34,2023-08-31
P008,Toys,C0600,104.01,2023-06-06
P023,Home,C0072,94.11,2023-07-07
P036,Clothing,C0242,306.19,2023-05-11
P077,Home,C0367,61.56,2023-05-07
P053,Home,C0963,13.48,2023-12-23
P044,Books,C0696,119.2,2023-08-07
P036,Home,C0154,401.9,2023-02-24
P095,Clothing,C0445,220.35,2023-11-02
P086,Books,C0933,180.69,2023-11-23
P096,Toys,C0141,384.18,2023-06-06
P097,Electronics,C0687,393.26,2023-03-11
P082,Home,C0723,194.04,2023-07-23
P011,Clothing,C0815,257.55,2023-01-14
P038,Books,C0754,290.09,2023-12-11
P086,Clothing,C0065,402.2,2023-02-07
P059,Toys,C0395,293.08,2023-02-04
P069,Books,C0395,430.28,2023-10-16
P028,Toys,C0283,382.85,2023-06-25
P008,Toys,C0624,53.32,2023-05-23
P098,Toys,C0892,449.72,2023-12-09
P022,Books,C0523,394.25,2023-09-01
P060,Home,C0792,440.88,2023-07-31
P084,Books,C0973,226.47,2023-04-30
P097,Home,C0490,466.62,2023-05-28
P012,Clothing,C0209,200.51,2023-02-10
P041,Clothing,C0246,200.44,2023-08-01
P050,Toys,C0405,353.03,2023-11-14
P029,Books,C0085,23.77,2023-05-10
P002,Toys,C0124,318.89,2023-01-20
P011,Toys,C0814,466.02,2023-08-08
P057,Clothing,C0502,401.83,2023-03-26
P066,Electronics,C0991,391.22,2023-07-25
P090,Clothing,C0190,264.25,2023-08-12
P080,Clothing,C0078,284.53,2023-01-04
P051,Books,C0013,117.18,2023-02-19
P002,Home,C0646,26.0,2023-12-12
P096,Books,C0776,321.74,2023-09-21
P091,Toys,C0608,183.08,2023-05-07
P089,Clothing,C0879,450.53,2023-08-30
P079,Toys,C0406,409.91,2023-11-02
P091,Home,C0948,46.63,2023-02-16
P092,Clothing,C0389,283.65,2023-09-22
P059,Toys,C0534,230.65,2023-09-25
P022,Clothing,C0862,138.35,2023-12-16
P051,Electronics,C0190,433.01,2023-12-21
P069,Toys,C0848,189.99,2023-02-26
P045,Toys,C0800,11.86,2023-07-13
P086,Clothing,C0238,487.48,2023-01-01
P033,Electronics,C0869,487.79,2023-03-03
P043,Books,C0042,284.86,2023-09-24
P011,Home,C0363,456.91,2023-06-07
P095,Toys,C0299,267.34,2023-03-07
P073,Books,C0540,384.69,2023-04-12
P036,Books,C0526,407.01,2023-07-31
P007,Electronics,C0913,136.74,2023-02-06
P066,Books,C0913,184.0,2023-01-11
P006,Home,C0517,241.44,2023-10-29
P044,Clothing,C0780,362.98,2023-04-16
P097,Home,C0832,448.54,2023-03-31
P025,Toys,C0760,288.37,2023-05-13
P018,Clothing,C0149,102.24,2023-06-01
P023,Books,C0858,239.47,2023-11-06
P008,Books,C0474,393.72,2023-03-23
P035,Books,C0325,407.13,2023-07-05
P014,Home,C0419,63.04,2023-12-19
P090,Toys,C0713,317.34,2023-03-13
P100,Home,C0837,321.15,2023-04-20
P073,Home,C0579,390.55,2023-05-11
P063,Home,C0456,400.85,2023-09-23
P045,Home,C0063,448.01,2023-12-25
P049,Electronics,C0315,359.06,2023-11-20
P036,Books,C0734,364.55,2023-11-25
P086,Toys,C0824,96.06,2023-07-10
P085,Books,C0290,478.18,2023-12-26
P029,Home,C0552,360.0,2023-07-01
P020,Toys,C0947,134.94,2023-02-25
P034,Electronics,C0988,495.15,2023-08-06
P088,Books,C0807,202.5,2023-05-29
P031,Toys,C0375,225.27,2023-01-24
P028,Books,C0396,58.08,2023-12-19
P023,Electronics,C0687,394.7,2023-01-08
P039,Books,C0820,387.66,2023-12-25
P024,Books,C0091,461.6,2023-12-12
P021,Home,C0069,57.92,2023-04-08
P019,Electronics,C0528,441.73,2023-07-13
P012,Home,C0001,172.74,2023-12-24
P056,Clothing,C0605,42.19,2023-11-04
P016,Books,C0463,229.89,2023-11-20
P045,Home,C0470,238.23,2023-04-16
P094,Home,C0037,364.46,2023-05-19
P062,Toys,C0484,130.31,2023-03-15
P027,Books,C0508,353.44,2023-01-15
P089,Books,C0724,193.24,2023-02-07
P030,Toys,C0630,322.35,2023-11-21
P092,Home,C0781,190.7,2023-10-12
P074,Home,C0918,439.23,2023-04-10
P091,Electronics,C0791,398.67,2023-02-24
P069,Toys,C0639,154.08,2023-10-29
P043,Toys,C0150,337.71,2023-07-21
P026,Home,C0568,31.19,2023-06-19
P085,Toys,C0719,316.99,2023-10-26
P059,Toys,C0002,395.78,2023-11-16
P039,Electronics,C0201,428.19,2023-10-01
P075,Home,C0537,384.2,2023-01-13
P068,Books,C0841,391.82,2023-02-28
P038,Clothing,C0524,54.18,2023-01-03
P018,Books,C1000,432.44,2023-04-03
P077,Electronics,C0710,73.35,2023-05-05
P006,Books,C0178,195.49,2023-04-29
P020,Clothing,C0292,281.22,2023-02-02
P020,Books,C0687,444.16,2023-12-11
P076,Electronics,C0126,264.23,2023-01-26
P003,Electronics,C0628,238.08,2023-04-23
P066,Books,C0366,434.48,2023-05-31
P035,Books,C0814,122.96,2023-05-09
P089,Clothing,C0289,69.88,2023-02-22
P077,Clothing,C0542,140.85,2023-02-06
P015,Electronics,C0447,330.73,2023-08-28
P018,Electronics,C0799,230.44,2023-12-20
P010,Books,C0580,475.09,2023-03-21
P083,Books,C0694,113.98,2023-02-18
P022,Electronics,C0620,313.38,2023-09-01
P076,Toys,C0475,237.94,2023-12-08
P047,Books,C0220,34.79,2023-04-29
P073,Clothing,C0002,306.82,2023-07-07
P033,Home,C0434,325.2,2023-11-09
P096,Clothing,C0558,228.34,2023-02-22
P066,Home,C0131,94.85,2023-09-22
P098,Home,C0433,108.29,2023-07-02
P069,Electronics,C0856,102.9,2023-09-02
P050,Books,C0986,497.69,2023-11-14
P016,Clothing,C0352,162.63,2023-12-31
P082,Electronics,C0768,121.75,2023-10-05
P090,Electronics,C0903,449.16,2023-11-19
P002,Electronics,C0731,18.39,2023-02-18
P030,Electronics,C0372,131.38,2023-11-12
P033,Books,C0538,127.61,2023-01-20
P029,Clothing,C0477,352.78,2023-08-01
P079,Toys,C0429,19.77,2023-12-06
P072,Electronics,C0422,437.44,2023-03-01
P067,Books,C0690,373.42,2023-01-12
P041,Home,C0478,304.61,2023-02-02
P024,Books,C0531,368.89,2023-05-09
P096,Toys,C0627,52.6,2023-10-15
P071,Electronics,C0893,250.63,2023-04-13
P030,Electronics,C0213,276.86,2023-11-15
P083,Electronics,C0269,171.0,2023-10-19
P028,Books,C0582,377.72,2023-06-19
P068,Electronics,C0932,89.81,2023-07-08
P024,Toys,C0859,240.14,2023-11-02
P063,Clothing,C0586,258.95,2023-07-26
P090,Books,C0897,337.43,2023-04-09
P031,Electronics,C0909,163.08,2023-10-09
P004,Books,C0721,188.8,2023-05-19
P097,Clothing,C0286,152.83,2023-12-09
P038,Toys,C0010,424.45,2023-06-13
P072,Toys,C0675,358.27,2023-10-21
P020,Home,C0316,363.23,2023-07-25
P050,Clothing,C0759,66.3,2023-05-30
P020,Toys,C0535,256.12,2023-01-13
P002,Clothing,C0351,273.83,2023-11-16
P061,Home,C0119,479.35,2023-08-17
P051,Books,C0103,71.04,2023-10-29
P035,Books,C0861,66.73,2023-06-23
P073,Home,C0661,248.25,2023-04-14
P046,Books,C0747,23.55,2023-08-10
P085,Electronics,C0218,484.94,2023-04-19
P052,Home,C0869,167.38,2023-04-21
P001,Toys,C0397,294.47,2023-01-02
P091,Toys,C0737,58.57,2023-03-11
P020,Books,C0712,275.22,2023-06-02
P069,Home,C0060,119.8,2023-01-17
P034,Electronics,C0876,417.94,2023-03-14
P073,Home,C0047,186.4,2023-04-26
P098,Electronics,C0085,422.45,2023-01-31
P078,Books,C0651,145.01,2023-10-11
P092,Home,C0139,112.2,2023-11-08
P058,Home,C0669,383.37,2023-10-03
P033,Electronics,C0499,426.87,2023-07-08
P028,Electronics,C0812,121.31,2023-02-12
P032,Home,C0203,205.99,2023-06-14
P084,Toys,C0120,182.23,2023-05-10
P052,Electronics,C0283,148.43,2023-08-27
P097,Books,C0603,72.1,2023-01-26
P087,Toys,C0432,226.17,2023-11-28
P002,Toys,C0011,392.75,2023-07-21
P034,Toys,C0250,329.25,2023-07-03
P072,Books,C0261,92.85,2023-01-15
P094,Books,C0101,424.36,2023-11-04
P024,Books,C0181,106.16,2023-01-01
P060,Toys,C0062,443.56,2023-01-16
P064,Toys,C0498,295.84,2023-07-02
P003,Electronics,C0665,279.25,2023-07-11
P050,Home,C0526,461.6,2023-06-04
P096,Toys,C0162,270.73,2023-09-11
P058,Home,C0762,415.97,2023-05-29
P059,Electronics,C0265,76.2,2023-06-14
P049,Home,C0646,218.13,2023-10-09
P066,Toys,C0254,175.38,2023-08-18
P077,Books,C0432,413.11,2023-11-16
P093,Clothing,C0665,498.7,2023-11-13
P098,Books,C0698,427.05,2023-07-29
P083,Home,C0314,255.61,2023-01-24
P065,Home,C0311,410.79,2023-07-03
P072,Toys,C0948,208.64,2023-02-23
P073,Home,C0480,17.26,2023-04-26
P004,Toys,C0358,48.77,2023-12-03
P039,Toys,C0906,65.52,2023-09-18
P012,Electronics,C0868,129.72,2023-06-05
P053,Clothing,C0772,218.7,2023-03-02
P037,Electronics,C0487,165.0,2023-07-27
P084,Home,C0812,444.71,2023-10-12
P015,Clothing,C0621,90.52,2023-03-22
P070,Books,C0903,24.96,2023-04-04
P057,Home,C0868,304.26,2023-01-09
P100,Home,C0478,98.92,2023-08-24
P053,Books,C0771,22.01,2023-05-07
P070,Toys,C0250,397.09,2023-08-17
P044,Home,C0277,94.74,2023-07-15
P026,Toys,C0724,290.61,2023-03-05
P067,Clothing,C0426,191.57,2023-08-02
P005,Home,C0477,438.45,2023-05-10
P096,Toys,C0916,60.91,2023-08-20
P022,Clothing,C0101,197.1,2023-04-07
P090,Clothing,C0812,245.0,2023-04-23
P096,Clothing,C0733,32.97,2023-11-04
P093,Electronics,C0977,28.84,2023-08-03
P036,Clothing,C0402,416.35,2023-08-21
P031,Toys,C0114,131.57,2023-05-13
P034,Toys,C0821,69.25,2023-09-28
P081,Electronics,C0319,262.18,2023-10-08
P027,Books,C0995,271.17,2023-11-21
P068,Clothing,C0002,48.49,2023-04-01
P024,Books,C0689,466.87,2023-10-14
P089,Toys,C0961,297.34,2023-09-15
P044,Toys,C0520,420.64,2023-07-26
P007,Toys,C0351,379.22,2023-12-11
P009,Clothing,C0451,98.15,2023-06-23
P015,Toys,C0748,339.44,2023-05-29
P077,Books,C0290,227.82,2023-01-24
P067,Books,C0878,79.19,2023-04-15
P050,Electronics,C0656,316.01,2023-11-14
P056,Clothing,C0138,174.09,2023-11-19
P043,Electronics,C0186,242.33,2023-04-20
P063,Clothing,C0390,46.86,2023-11-02
P018,Clothing,C0952,87.47,2023-08-18
P043,Toys,C0147,280.77,2023-03-27
P061,Clothing,C0348,93.6,2023-04-11
P050,Toys,C0756,288.45,2023-03-29
P089,Home,C0754,494.89,2023-12-06
P045,Books,C0028,73.92,2023-03-21
P090,Toys,C0743,69.71,2023-09-01
P072,Electronics,C0292,227.54,2023-07-30
P026,Books,C0315,306.3,2023-11-24
P042,Toys,C0992,492.14,2023-09-12
P038,Home,C0099,327.11,2023-01-30
P083,Books,C0308,272.06,2023-03-28
P080,Home,C0383,484.12,2023-02-09
P036,Home,C0420,151.31,2023-04-06
P004,Home,C0037,493.99,2023-09-16
P063,Books,C0016,89.65,2023-03-28
P058,Home,C0587,95.85,2023-07-22
P024,Books,C0381,373.2,2023-12-30
P030,Home,C0978,275.28,2023-04-25
