transaction_id,customer_id,transaction_date,amount,currency,transaction_type,channel,status
2726,0,2024-02-09,2006.78,USD,TRANSFER,ATM,PENDING
2727,0,2024-01-11,885.21,GBP,DEBIT,ATM,PENDING
2728,436,2024-03-05,4076.61,USD,TRANSFER,MOBILE,POSTED
2729,0,2024-03-09,76.06,USD,TRANSFER,MOBILE,PENDING
2730,,2024-03-12,640.13,EUR,DEBIT,BRANCH,PENDING
2731,459,2024-01-02,4655.0,USD,CREDIT,ONLINE,REVERSED
2732,0,2024-02-03,4263.86,GBP,CREDIT,ATM,POSTED
2733,,2024-01-22,268.3,GBP,CREDIT,ONLINE,REVERSED
2734,245,2024-02-13,1140.65,USD,TRANSFER,MOBILE,REVERSED
2735,0,2024-03-11,1752.42,GBP,DEBIT,BRANCH,PENDING
2736,89,2024-02-09,640.46,GBP,TRANSFER,ONLINE,REVERSED
2737,0,2024-02-02,1810.78,USD,DEBIT,ATM,REVERSED
2738,130,2024-02-09,3264.45,USD,TRANSFER,MOBILE,PENDING
2739,,2024-01-26,4227.7,EUR,DEBIT,ONLINE,POSTED
2740,0,2024-02-27,1428.04,GBP,TRANSFER,MOBILE,REVERSED
2741,375,2024-01-11,2254.3,USD,DEBIT,ONLINE,REVERSED
2742,0,2024-03-23,3392.91,EUR,CREDIT,ONLINE,POSTED
2743,0,2024-03-12,2694.94,GBP,DEBIT,ATM,PENDING
2744,0,2024-01-02,3275.62,EUR,DEBIT,MOBILE,POSTED
2745,130,2024-02-12,3574.08,EUR,DEBIT,MOBILE,REVERSED
2746,117,2024-02-11,3596.21,GBP,DEBIT,BRANCH,REVERSED
2747,169,2024-01-30,4405.6,EUR,DEBIT,ATM,REVERSED
2748,0,2024-02-20,2203.27,GBP,CREDIT,ATM,PENDING
2749,0,2024-01-23,1394.99,USD,TRANSFER,BRANCH,PENDING
2750,0,2024-01-07,4129.43,EUR,TRANSFER,BRANCH,REVERSED
2751,0,2024-03-18,3098.09,USD,TRANSFER,ATM,POSTED
2752,0,2024-03-24,3778.5,GBP,TRANSFER,BRANCH,POSTED
2753,0,2024-01-16,736.27,USD,TRANSFER,BRANCH,REVERSED
2754,,2024-03-20,2839.92,USD,TRANSFER,ONLINE,REVERSED
2755,0,2024-02-09,4966.05,USD,CREDIT,ONLINE,PENDING
2756,0,2024-02-27,3405.44,USD,CREDIT,ONLINE,POSTED
2757,441,2024-03-17,2702.69,USD,TRANSFER,BRANCH,POSTED
2758,0,2024-01-27,4158.38,GBP,DEBIT,MOBILE,POSTED
2759,0,2024-01-31,2840.5,EUR,DEBIT,ATM,REVERSED
2760,0,2024-03-04,151.39,EUR,TRANSFER,ONLINE,POSTED
2761,0,2024-03-06,4620.84,GBP,TRANSFER,ONLINE,POSTED
2762,0,2024-01-06,4081.26,EUR,DEBIT,ONLINE,POSTED
2763,8,2024-01-09,3458.63,USD,CREDIT,MOBILE,PENDING
2764,0,2024-01-04,2540.11,GBP,TRANSFER,MOBILE,REVERSED
2765,0,2024-01-02,2739.16,USD,DEBIT,BRANCH,PENDING
2766,147,2024-01-08,4586.43,EUR,TRANSFER,BRANCH,PENDING
2767,0,2024-03-23,4717.08,GBP,TRANSFER,ATM,PENDING
2768,0,2024-03-11,3207.93,EUR,CREDIT,BRANCH,PENDING
2769,301,2024-02-10,4160.46,EUR,DEBIT,ATM,POSTED
2770,,2024-01-03,2285.76,USD,DEBIT,ATM,PENDING
2771,142,2024-02-12,4762.53,GBP,CREDIT,MOBILE,POSTED
2772,0,2024-03-29,231.34,USD,TRANSFER,MOBILE,PENDING
2773,0,2024-01-10,66.2,GBP,CREDIT,BRANCH,PENDING
2774,362,2024-01-12,3520.69,EUR,CREDIT,ATM,PENDING
2775,0,2024-01-13,1994.72,GBP,CREDIT,MOBILE,POSTED
2776,0,2024-01-02,1837.05,GBP,DEBIT,MOBILE,PENDING
2777,0,2024-02-07,2770.25,USD,TRANSFER,MOBILE,POSTED
2778,0,2024-02-28,3924.77,GBP,DEBIT,MOBILE,REVERSED
2779,0,2024-03-22,2829.2,USD,TRANSFER,MOBILE,REVERSED
2780,0,2024-01-04,1855.61,GBP,CREDIT,ONLINE,PENDING
2781,0,2024-01-10,2847.18,USD,DEBIT,ONLINE,POSTED
2782,0,2024-01-12,664.37,GBP,CREDIT,MOBILE,REVERSED
2783,0,2024-03-12,4155.35,EUR,CREDIT,ATM,PENDING
2784,283,2024-01-01,3805.5,GBP,CREDIT,ONLINE,POSTED
2785,184,2024-02-12,2552.97,EUR,CREDIT,MOBILE,PENDING
2786,0,2024-01-12,3355.15,EUR,CREDIT,BRANCH,PENDING
2787,0,2024-01-10,483.76,GBP,TRANSFER,ONLINE,PENDING
2788,0,2024-03-16,2014.66,EUR,CREDIT,BRANCH,POSTED
2789,0,2024-03-18,4715.18,USD,TRANSFER,ATM,PENDING
2790,0,2024-02-03,3605.31,USD,CREDIT,ONLINE,POSTED
2791,177,2024-03-28,1468.95,USD,DEBIT,BRANCH,PENDING
2792,64,2024-01-01,4224.76,EUR,DEBIT,BRANCH,PENDING
2793,363,2024-03-14,91.29,GBP,DEBIT,ATM,REVERSED
2794,0,2024-02-13,2050.63,EUR,CREDIT,ONLINE,POSTED
2795,142,2024-03-01,4959.41,GBP,DEBIT,BRANCH,REVERSED
2796,143,2024-01-01,293.0,USD,TRANSFER,ONLINE,POSTED
2797,0,2024-02-27,1202.61,EUR,CREDIT,ATM,PENDING
2798,277,2024-02-17,32.23,EUR,DEBIT,BRANCH,REVERSED
2799,0,2024-01-08,458.24,GBP,CREDIT,ATM,REVERSED
2800,0,2024-02-29,4429.66,EUR,TRANSFER,ATM,PENDING
2801,0,2024-01-11,3737.91,EUR,TRANSFER,BRANCH,POSTED
2802,441,2024-02-26,267.15,GBP,DEBIT,ONLINE,POSTED
2803,0,2024-01-10,4048.5,GBP,CREDIT,ATM,POSTED
2804,131,2024-03-30,4150.06,GBP,DEBIT,BRANCH,REVERSED
2805,,2024-03-30,1465.88,GBP,DEBIT,MOBILE,PENDING
2806,0,2024-03-14,1067.48,USD,CREDIT,ONLINE,REVERSED
2807,0,2024-03-01,3830.19,USD,TRANSFER,ATM,REVERSED
2808,263,2024-01-19,4887.04,EUR,CREDIT,ATM,POSTED
2809,371,2024-01-10,178.57,USD,DEBIT,ONLINE,PENDING
2810,339,2024-03-19,2017.01,GBP,DEBIT,ATM,PENDING
2811,109,2024-02-16,2189.81,GBP,DEBIT,BRANCH,POSTED
2812,0,2024-01-08,2028.75,USD,TRANSFER,MOBILE,POSTED
2813,,2024-02-27,969.59,GBP,DEBIT,BRANCH,PENDING
2814,257,2024-01-25,2736.27,EUR,CREDIT,ONLINE,PENDING
2815,408,2024-03-21,4845.27,USD,CREDIT,ONLINE,REVERSED
2816,0,2024-02-12,266.31,USD,CREDIT,ATM,PENDING
2817,0,2024-03-20,1678.48,EUR,CREDIT,MOBILE,POSTED
2818,0,2024-01-24,3646.2,EUR,TRANSFER,ATM,REVERSED
2819,461,2024-02-11,536.59,USD,TRANSFER,BRANCH,REVERSED
2820,0,2024-03-17,509.48,EUR,DEBIT,ATM,POSTED
2821,0,2024-03-05,4707.08,EUR,TRANSFER,ATM,POSTED
2822,0,2024-02-07,3521.09,USD,TRANSFER,MOBILE,POSTED
2823,0,2024-01-23,841.78,EUR,CREDIT,BRANCH,POSTED
2824,0,2024-02-04,3493.46,EUR,TRANSFER,ONLINE,POSTED
2825,341,2024-01-18,912.02,USD,TRANSFER,BRANCH,POSTED
2826,0,2024-02-23,3797.97,GBP,DEBIT,ATM,PENDING
2827,0,2024-01-28,4314.26,EUR,CREDIT,BRANCH,PENDING
2828,0,2024-03-20,1699.58,USD,CREDIT,ATM,PENDING
2829,0,2024-02-26,3521.22,EUR,CREDIT,ATM,PENDING
2830,,2024-03-16,3370.68,GBP,DEBIT,ONLINE,REVERSED
2831,33,2024-01-07,49.6,USD,CREDIT,ONLINE,PENDING
2832,6,2024-01-27,3450.46,GBP,DEBIT,ATM,PENDING
2833,0,2024-01-05,4391.56,USD,DEBIT,BRANCH,POSTED
2834,0,2024-02-08,3134.68,EUR,DEBIT,BRANCH,REVERSED
2835,0,2024-01-23,4799.26,USD,CREDIT,ONLINE,PENDING
2836,0,2024-02-13,733.39,USD,CREDIT,ATM,POSTED
2837,0,2024-03-03,2847.4,GBP,DEBIT,ATM,PENDING
2838,0,2024-03-11,294.89,GBP,CREDIT,MOBILE,PENDING
2839,0,2024-03-30,4477.3,USD,TRANSFER,BRANCH,REVERSED
2840,0,2024-01-28,3311.4,GBP,CREDIT,BRANCH,REVERSED
2841,0,2024-02-17,4309.58,EUR,DEBIT,MOBILE,PENDING
2842,0,2024-01-21,1671.54,EUR,DEBIT,ONLINE,REVERSED
2843,0,2024-01-02,365.32,EUR,CREDIT,BRANCH,PENDING
2844,0,2024-02-20,919.04,EUR,CREDIT,BRANCH,POSTED
2845,0,2024-03-21,934.66,GBP,TRANSFER,ONLINE,POSTED
2846,157,2024-02-12,4280.2,EUR,DEBIT,ATM,REVERSED
2847,0,2024-02-23,4194.81,EUR,CREDIT,ONLINE,POSTED
2848,0,2024-03-10,2779.37,USD,TRANSFER,BRANCH,POSTED
2849,0,2024-01-15,442.84,USD,CREDIT,ONLINE,POSTED
2850,0,2024-01-01,1408.67,GBP,CREDIT,MOBILE,PENDING
2851,288,2024-03-12,3949.98,GBP,CREDIT,BRANCH,REVERSED
2852,44,2024-01-22,2967.5,GBP,CREDIT,BRANCH,POSTED
2853,0,2024-01-30,4766.3,EUR,CREDIT,ONLINE,POSTED
2854,72,2024-02-28,1850.85,GBP,DEBIT,ATM,PENDING
2855,0,2024-02-29,4449.75,GBP,TRANSFER,ONLINE,POSTED
2856,58,2024-01-12,4005.96,EUR,DEBIT,ATM,POSTED
2857,0,2024-03-30,4787.22,EUR,TRANSFER,ONLINE,POSTED
2858,0,2024-03-08,3928.6,GBP,TRANSFER,MOBILE,REVERSED
2859,0,2024-02-16,2828.15,USD,DEBIT,ATM,REVERSED
2860,0,2024-03-09,1857.77,GBP,TRANSFER,ATM,REVERSED
2861,0,2024-02-10,2845.31,USD,TRANSFER,MOBILE,POSTED
2862,,2024-01-13,1909.22,GBP,DEBIT,ATM,PENDING
2863,245,2024-03-09,3828.17,GBP,TRANSFER,ONLINE,POSTED
2864,0,2024-02-18,3043.67,EUR,TRANSFER,MOBILE,POSTED
2865,141,2024-02-12,4807.26,USD,DEBIT,ATM,REVERSED
2866,0,2024-03-02,813.41,EUR,DEBIT,ONLINE,REVERSED
2867,0,2024-01-17,3126.74,EUR,DEBIT,ONLINE,POSTED
2868,0,2024-02-05,1394.44,USD,TRANSFER,ONLINE,REVERSED
2869,0,2024-03-08,3739.12,EUR,CREDIT,BRANCH,REVERSED
2870,0,2024-01-26,3505.8,GBP,DEBIT,ATM,POSTED
2871,0,2024-01-27,4893.4,USD,TRANSFER,ONLINE,POSTED
2872,66,2024-02-26,2490.64,EUR,TRANSFER,ATM,POSTED
2873,0,2024-01-25,208.1,EUR,TRANSFER,ATM,PENDING
2874,0,2024-01-07,2036.38,USD,DEBIT,ATM,REVERSED
2875,29,2024-02-14,3576.52,GBP,DEBIT,MOBILE,PENDING
2876,0,2024-02-20,4515.56,EUR,TRANSFER,ONLINE,POSTED
2877,350,2024-01-03,3259.15,GBP,DEBIT,MOBILE,REVERSED
2878,351,2024-01-10,2348.91,USD,TRANSFER,ATM,POSTED
2879,0,2024-03-08,1091.63,EUR,CREDIT,ONLINE,REVERSED
2880,0,2024-02-05,335.34,USD,CREDIT,ONLINE,POSTED
2881,0,2024-01-26,4694.49,USD,CREDIT,ATM,REVERSED
2882,0,2024-02-21,2786.34,USD,CREDIT,MOBILE,PENDING
2883,449,2024-01-06,1916.44,GBP,CREDIT,ONLINE,POSTED
2884,0,2024-02-20,1810.89,EUR,CREDIT,BRANCH,PENDING
2885,0,2024-01-05,2205.44,USD,CREDIT,ONLINE,REVERSED
2886,0,2024-01-25,3586.68,GBP,CREDIT,BRANCH,POSTED
2887,0,2024-03-18,1885.27,USD,DEBIT,ONLINE,POSTED
2888,0,2024-02-25,4410.44,EUR,DEBIT,BRANCH,POSTED
2889,0,2024-02-22,3327.66,GBP,CREDIT,BRANCH,PENDING
2890,0,2024-01-13,3396.21,GBP,TRANSFER,ATM,REVERSED
2891,,2024-03-17,4751.9,GBP,DEBIT,MOBILE,POSTED
2892,0,2024-02-09,4537.29,GBP,DEBIT,MOBILE,PENDING
2893,0,2024-03-12,1694.84,EUR,DEBIT,BRANCH,PENDING
2894,95,2024-02-16,3333.89,USD,TRANSFER,ONLINE,POSTED
2895,0,2024-01-26,4746.87,EUR,TRANSFER,ONLINE,POSTED
2896,0,2024-02-16,4241.85,GBP,CREDIT,MOBILE,POSTED
2897,0,2024-02-04,1849.6,USD,TRANSFER,MOBILE,REVERSED
2898,0,2024-02-04,2497.4,USD,CREDIT,BRANCH,REVERSED
2899,461,2024-03-22,1678.18,EUR,CREDIT,ONLINE,PENDING
2900,0,2024-03-01,4955.65,USD,CREDIT,MOBILE,REVERSED
2901,0,2024-03-05,1912.16,EUR,CREDIT,ONLINE,PENDING
2902,0,2024-01-23,1716.94,USD,DEBIT,ATM,REVERSED
2903,0,2024-03-20,4585.41,USD,TRANSFER,ATM,PENDING
2904,0,2024-02-21,2980.13,USD,CREDIT,MOBILE,PENDING
2905,0,2024-02-27,909.44,EUR,DEBIT,MOBILE,PENDING
2906,0,2024-02-17,3884.82,GBP,DEBIT,BRANCH,POSTED
2907,0,2024-02-06,264.14,GBP,CREDIT,ONLINE,POSTED
2908,80,2024-02-23,4083.07,USD,CREDIT,BRANCH,POSTED
2909,,2024-01-08,2264.57,USD,DEBIT,MOBILE,POSTED
2910,0,2024-03-28,4518.43,EUR,TRANSFER,ATM,PENDING
2911,420,2024-02-15,4598.84,EUR,DEBIT,ATM,PENDING
2912,,2024-02-27,462.8,GBP,CREDIT,BRANCH,POSTED
2913,0,2024-03-25,1397.52,EUR,CREDIT,MOBILE,PENDING
2914,0,2024-03-28,3252.78,GBP,CREDIT,ATM,POSTED
2915,0,2024-03-23,4824.4,GBP,TRANSFER,ATM,REVERSED
2916,0,2024-02-13,4376.69,EUR,DEBIT,MOBILE,PENDING
2917,0,2024-03-14,2150.44,GBP,CREDIT,MOBILE,POSTED
2918,0,2024-01-01,558.26,EUR,TRANSFER,ATM,REVERSED
2919,,2024-01-20,4068.54,GBP,DEBIT,ATM,PENDING
2920,0,2024-03-07,3291.77,EUR,DEBIT,ATM,POSTED
2921,0,2024-03-28,891.73,EUR,DEBIT,BRANCH,POSTED
2922,0,2024-03-25,4233.56,EUR,DEBIT,MOBILE,POSTED
2923,0,2024-01-30,4838.33,GBP,DEBIT,ONLINE,PENDING
2924,0,2024-03-21,3470.94,USD,DEBIT,ATM,POSTED
2925,0,2024-02-18,3112.55,USD,TRANSFER,ONLINE,REVERSED
2926,90,2024-01-04,3005.06,EUR,TRANSFER,MOBILE,POSTED
2927,0,2024-02-17,4831.83,USD,TRANSFER,ONLINE,POSTED
2928,0,2024-01-20,3200.04,USD,DEBIT,ONLINE,REVERSED
2929,0,2024-01-23,8.12,USD,CREDIT,ONLINE,PENDING
2930,0,2024-01-30,2116.71,EUR,TRANSFER,BRANCH,POSTED
2931,0,2024-01-12,4537.08,GBP,CREDIT,ATM,REVERSED
2932,0,2024-03-18,2489.67,EUR,TRANSFER,ONLINE,POSTED
2933,0,2024-01-13,71.78,EUR,DEBIT,MOBILE,POSTED
2934,0,2024-03-11,1112.08,GBP,TRANSFER,ONLINE,REVERSED
2935,0,2024-03-04,3331.44,GBP,CREDIT,BRANCH,REVERSED
2936,399,2024-02-21,2392.9,USD,CREDIT,BRANCH,POSTED
2937,0,2024-01-28,4910.78,EUR,DEBIT,ONLINE,REVERSED
2938,0,2024-03-22,531.55,GBP,CREDIT,BRANCH,POSTED
2939,0,2024-03-26,4290.46,GBP,DEBIT,ONLINE,POSTED
2940,,2024-02-15,2025.73,USD,DEBIT,BRANCH,POSTED
2941,0,2024-01-07,4501.19,EUR,TRANSFER,MOBILE,POSTED
2942,0,2024-03-23,574.59,EUR,CREDIT,MOBILE,REVERSED
2943,141,2024-01-14,4138.54,EUR,CREDIT,BRANCH,POSTED
2944,486,2024-02-09,3861.08,GBP,TRANSFER,BRANCH,POSTED
2945,0,2024-03-25,359.61,USD,DEBIT,MOBILE,REVERSED
2946,0,2024-02-06,3320.19,EUR,TRANSFER,MOBILE,REVERSED
2947,0,2024-01-09,1569.84,USD,CREDIT,ATM,PENDING
2948,0,2024-03-13,364.53,EUR,TRANSFER,ATM,PENDING
2949,0,2024-02-04,361.03,GBP,TRANSFER,BRANCH,PENDING
2950,0,2024-01-03,2848.31,GBP,DEBIT,MOBILE,REVERSED
2951,302,2024-02-11,2254.85,USD,CREDIT,ONLINE,POSTED
2952,0,2024-01-01,4056.21,EUR,CREDIT,ONLINE,PENDING
2953,341,2024-01-02,356.53,GBP,CREDIT,ATM,POSTED
2954,,2024-01-12,749.21,EUR,DEBIT,ONLINE,REVERSED
2955,0,2024-03-20,2018.26,GBP,TRANSFER,MOBILE,PENDING
2956,0,2024-03-07,2373.36,EUR,DEBIT,MOBILE,PENDING
2957,118,2024-01-11,3989.65,EUR,DEBIT,MOBILE,REVERSED
2958,0,2024-01-04,2302.45,USD,TRANSFER,MOBILE,REVERSED
2959,0,2024-02-15,1186.92,GBP,DEBIT,BRANCH,POSTED
2960,0,2024-01-12,3150.2,USD,CREDIT,BRANCH,POSTED
2961,0,2024-03-06,3360.9,GBP,TRANSFER,BRANCH,POSTED
2962,0,2024-01-19,229.36,EUR,TRANSFER,ATM,PENDING
2963,396,2024-02-14,2431.96,USD,CREDIT,BRANCH,REVERSED
2964,0,2024-02-06,2400.21,GBP,DEBIT,ATM,POSTED
2965,0,2024-03-12,2321.87,USD,CREDIT,MOBILE,PENDING
2966,0,2024-03-14,2239.68,USD,CREDIT,ATM,PENDING
2967,197,2024-02-14,2133.73,EUR,CREDIT,BRANCH,POSTED
2968,0,2024-02-01,1765.66,GBP,DEBIT,MOBILE,POSTED
2969,0,2024-02-19,4875.28,GBP,CREDIT,ONLINE,PENDING
2970,0,2024-01-15,4413.78,GBP,TRANSFER,BRANCH,POSTED
2971,0,2024-02-18,1114.48,EUR,DEBIT,BRANCH,REVERSED
2972,0,2024-01-02,897.05,USD,DEBIT,ONLINE,REVERSED
2973,0,2024-02-22,3372.43,USD,CREDIT,ONLINE,POSTED
2974,314,2024-02-07,4580.91,GBP,TRANSFER,BRANCH,REVERSED
2975,0,2024-02-06,2070.32,USD,DEBIT,BRANCH,PENDING
2976,447,2024-02-07,3726.9,USD,TRANSFER,BRANCH,POSTED
2977,156,2024-03-19,607.44,GBP,TRANSFER,ONLINE,REVERSED
2978,0,2024-02-03,1379.66,USD,CREDIT,ONLINE,REVERSED
2979,449,2024-02-22,1319.71,GBP,TRANSFER,ONLINE,POSTED
2980,0,2024-03-16,1641.61,USD,DEBIT,MOBILE,REVERSED
2981,294,2024-03-26,4088.04,GBP,TRANSFER,BRANCH,POSTED
2982,0,2024-01-14,4836.72,GBP,CREDIT,ONLINE,POSTED
2983,0,2024-01-15,4302.25,EUR,CREDIT,BRANCH,PENDING
2984,265,2024-02-14,964.39,GBP,TRANSFER,MOBILE,PENDING
2985,0,2024-03-15,660.43,EUR,DEBIT,ONLINE,POSTED
2986,0,2024-02-05,2833.86,USD,CREDIT,ATM,POSTED
2987,,2024-01-29,2833.3,EUR,DEBIT,BRANCH,POSTED
2988,0,2024-01-15,1021.0,USD,CREDIT,MOBILE,PENDING
2989,0,2024-03-17,1958.64,USD,TRANSFER,BRANCH,REVERSED
2990,0,2024-03-01,4819.25,GBP,CREDIT,ATM,REVERSED
2991,0,2024-01-09,1306.2,USD,TRANSFER,BRANCH,POSTED
2992,0,2024-02-11,1983.35,EUR,DEBIT,ATM,POSTED
2993,281,2024-02-17,241.24,EUR,CREDIT,ONLINE,POSTED
2994,80,2024-03-26,3704.57,EUR,DEBIT,ONLINE,PENDING
2995,0,2024-01-24,1326.35,EUR,TRANSFER,ATM,POSTED
2996,0,2024-03-25,2254.36,GBP,CREDIT,MOBILE,REVERSED
2997,16,2024-03-11,3957.56,GBP,CREDIT,ONLINE,REVERSED
2998,195,2024-03-15,4796.36,EUR,TRANSFER,ATM,REVERSED
2999,0,2024-03-03,2191.33,USD,DEBIT,MOBILE,PENDING
3000,0,2024-01-05,1511.19,USD,DEBIT,ONLINE,POSTED
3001,0,2024-02-16,4736.3,EUR,DEBIT,BRANCH,PENDING
3002,0,2024-01-24,2242.83,USD,TRANSFER,ONLINE,POSTED
3003,0,2024-03-07,4970.09,GBP,DEBIT,ATM,POSTED
3004,0,2024-02-12,2006.96,EUR,DEBIT,ONLINE,POSTED
3005,0,2024-01-29,987.15,USD,CREDIT,MOBILE,POSTED
3006,,2024-01-16,3351.97,USD,CREDIT,BRANCH,POSTED
3007,0,2024-02-24,710.83,USD,TRANSFER,BRANCH,PENDING
3008,0,2024-01-08,868.63,GBP,CREDIT,ONLINE,POSTED
3009,0,2024-01-23,4551.27,GBP,TRANSFER,BRANCH,PENDING
3010,0,2024-01-04,1084.71,GBP,DEBIT,ATM,POSTED
3011,0,2024-02-28,341.44,GBP,TRANSFER,ATM,POSTED
3012,0,2024-01-21,4788.1,GBP,DEBIT,BRANCH,POSTED
3013,29,2024-02-26,4071.81,GBP,CREDIT,BRANCH,REVERSED
3014,236,2024-01-14,4158.65,USD,TRANSFER,MOBILE,PENDING
3015,211,2024-01-14,3111.87,GBP,DEBIT,BRANCH,POSTED
3016,0,2024-03-22,2708.58,GBP,CREDIT,ONLINE,REVERSED
3017,0,2024-01-19,1698.05,EUR,DEBIT,ONLINE,PENDING
3018,0,2024-03-15,3909.92,USD,CREDIT,MOBILE,REVERSED
3019,0,2024-02-02,4574.38,GBP,TRANSFER,ONLINE,POSTED
3020,0,2024-03-21,938.94,GBP,DEBIT,ONLINE,POSTED
3021,0,2024-01-12,4896.65,EUR,TRANSFER,MOBILE,REVERSED
3022,0,2024-03-30,1733.93,GBP,TRANSFER,MOBILE,REVERSED
3023,0,2024-03-26,4581.74,EUR,CREDIT,ATM,PENDING
3024,0,2024-01-05,3989.89,EUR,TRANSFER,ONLINE,PENDING
3025,0,2024-03-20,3086.64,GBP,CREDIT,ONLINE,REVERSED
3026,0,2024-01-15,2470.46,EUR,DEBIT,ONLINE,PENDING
3027,383,2024-02-02,1249.62,GBP,CREDIT,ONLINE,POSTED
3028,0,2024-02-07,749.12,EUR,CREDIT,ONLINE,PENDING
3029,0,2024-03-28,4054.73,GBP,TRANSFER,MOBILE,POSTED
3030,378,2024-01-01,3462.09,EUR,DEBIT,BRANCH,PENDING
3031,0,2024-01-03,1524.36,GBP,CREDIT,BRANCH,POSTED
3032,0,2024-01-03,4022.39,EUR,CREDIT,MOBILE,REVERSED
3033,0,2024-01-10,3060.78,USD,DEBIT,MOBILE,PENDING
3034,0,2024-03-30,4518.96,USD,CREDIT,ONLINE,POSTED
3035,306,2024-02-10,2071.16,USD,DEBIT,MOBILE,PENDING
3036,0,2024-01-22,800.93,USD,TRANSFER,ONLINE,POSTED
3037,0,2024-02-21,1747.1,EUR,DEBIT,ONLINE,POSTED
3038,0,2024-03-14,3625.91,EUR,DEBIT,BRANCH,POSTED
3039,0,2024-02-22,1092.61,EUR,TRANSFER,BRANCH,PENDING
3040,358,2024-03-15,2011.71,USD,DEBIT,MOBILE,REVERSED
3041,,2024-01-20,3229.12,EUR,TRANSFER,BRANCH,REVERSED
3042,92,2024-01-06,2157.89,EUR,CREDIT,BRANCH,REVERSED
3043,0,2024-03-23,3344.45,USD,DEBIT,ONLINE,POSTED
3044,,2024-01-29,3273.85,EUR,DEBIT,BRANCH,REVERSED
3045,0,2024-01-29,3522.16,EUR,DEBIT,ATM,POSTED
3046,48,2024-01-23,3910.77,USD,TRANSFER,BRANCH,REVERSED
3047,0,2024-01-15,3556.43,GBP,DEBIT,MOBILE,REVERSED
3048,0,2024-03-04,4957.18,USD,DEBIT,ATM,REVERSED
3049,0,2024-02-11,1311.46,GBP,DEBIT,MOBILE,PENDING
3050,384,2024-01-18,4186.02,GBP,DEBIT,ATM,PENDING
3051,0,2024-03-05,4577.92,USD,CREDIT,MOBILE,POSTED
3052,266,2024-02-11,3879.92,USD,TRANSFER,MOBILE,PENDING
3053,204,2024-02-09,3875.58,EUR,TRANSFER,MOBILE,REVERSED
3054,0,2024-02-07,3292.86,EUR,TRANSFER,ONLINE,REVERSED
3055,414,2024-01-19,896.05,EUR,DEBIT,ATM,PENDING
3056,0,2024-01-06,1422.33,GBP,CREDIT,ONLINE,POSTED
3057,0,2024-03-03,4688.37,GBP,TRANSFER,ATM,POSTED
3058,0,2024-03-19,2233.12,USD,TRANSFER,BRANCH,REVERSED
3059,0,2024-01-13,3258.79,GBP,TRANSFER,ONLINE,POSTED
3060,,2024-01-03,286.01,USD,CREDIT,MOBILE,POSTED
3061,,2024-01-22,3531.45,EUR,DEBIT,BRANCH,POSTED
3062,,2024-03-10,1683.97,GBP,CREDIT,ONLINE,POSTED
3063,0,2024-03-21,233.02,EUR,CREDIT,ONLINE,REVERSED
3064,281,2024-01-01,4676.65,GBP,TRANSFER,ONLINE,PENDING
3065,315,2024-01-22,3300.26,GBP,TRANSFER,ATM,POSTED
3066,0,2024-03-09,3487.83,EUR,CREDIT,MOBILE,POSTED
3067,90,2024-03-12,4964.72,EUR,TRANSFER,MOBILE,REVERSED
3068,491,2024-01-27,1073.24,USD,CREDIT,ATM,REVERSED
3069,0,2024-01-15,4416.48,GBP,CREDIT,ONLINE,PENDING
3070,0,2024-02-01,2170.83,USD,DEBIT,ATM,POSTED
3071,0,2024-03-25,2529.7,EUR,DEBIT,ONLINE,REVERSED
3072,0,2024-01-13,3365.46,GBP,TRANSFER,ONLINE,PENDING
3073,236,2024-03-17,3641.89,EUR,TRANSFER,MOBILE,PENDING
3074,,2024-03-30,99.9,USD,CREDIT,MOBILE,POSTED
3075,0,2024-02-24,3777.83,GBP,CREDIT,ONLINE,POSTED
3076,0,2024-03-09,2613.71,GBP,CREDIT,ONLINE,POSTED
3077,0,2024-02-29,3033.89,USD,DEBIT,MOBILE,REVERSED
3078,0,2024-02-15,4849.71,USD,TRANSFER,ONLINE,REVERSED
3079,0,2024-02-14,3304.05,EUR,TRANSFER,ATM,REVERSED
3080,77,2024-03-30,1954.56,USD,TRANSFER,MOBILE,REVERSED
3081,0,2024-01-22,3058.57,USD,TRANSFER,ATM,POSTED
3082,0,2024-01-27,1540.93,GBP,TRANSFER,ONLINE,PENDING
3083,0,2024-03-18,1364.87,USD,TRANSFER,ATM,PENDING
3084,,2024-01-18,2897.08,GBP,DEBIT,MOBILE,PENDING
3085,0,2024-01-19,3824.4,USD,CREDIT,BRANCH,POSTED
3086,293,2024-03-20,1982.39,EUR,TRANSFER,ATM,REVERSED
3087,234,2024-02-09,3430.32,USD,CREDIT,BRANCH,REVERSED
3088,0,2024-03-14,1421.85,USD,DEBIT,ONLINE,REVERSED
3089,433,2024-02-08,563.61,USD,DEBIT,BRANCH,PENDING
3090,0,2024-03-21,1717.47,USD,TRANSFER,ATM,PENDING
3091,0,2024-03-15,2668.99,USD,CREDIT,BRANCH,POSTED
3092,85,2024-03-25,3200.41,USD,DEBIT,BRANCH,POSTED
3093,0,2024-01-05,820.97,EUR,CREDIT,ATM,PENDING
3094,0,2024-03-11,3009.54,EUR,DEBIT,ONLINE,PENDING
3095,0,2024-02-02,1793.49,EUR,DEBIT,ATM,REVERSED
3096,293,2024-03-12,950.58,GBP,DEBIT,BRANCH,PENDING
