id,client_id,amount,transaction_type,date
5307,1008,1138,refund,2023-09-11
5308,1003,1908,withdrawal,2023-02-26
5309,1011,1640,transfer,2023-06-07
5310,1003,1913,withdrawal,2023-11-15
5311,1009,1447,payment,2023-10-13
5312,1018,760,refund,2023-03-06
5313,1003,1715,refund,2023-02-03
5314,1004,678,purchase,2023-02-04
5315,1015,1932,refund,2023-05-13
5316,1020,388,purchase,2023-12-23
5317,1014,822,refund,2023-06-16
5318,1012,695,withdrawal,2023-05-28
5319,1011,1689,transfer,2023-10-23
5320,1003,1804,purchase,2023-04-08
5321,1010,841,transfer,2023-06-13
5322,1013,1554,transfer,2023-04-01
5323,1016,673,transfer,2023-10-15
5324,1004,884,payment,2023-10-19
5325,1001,446,refund,2023-04-02
5326,1018,112,purchase,2023-04-12
5327,1018,1027,refund,2023-12-02
5328,1009,1720,transfer,2023-12-16
5329,1014,1362,purchase,2023-06-10
5330,1017,433,withdrawal,2023-08-02
5331,1004,1942,withdrawal,2023-11-04
5332,1001,1285,refund,2023-06-28
5333,1004,1705,withdrawal,2023-03-06
5334,1001,1852,transfer,2023-04-28
5335,1015,785,purchase,2023-03-20
5336,1011,489,withdrawal,2023-01-08
5337,1010,1793,transfer,2023-05-21
5338,1020,914,transfer,2023-03-20
5339,1017,714,transfer,2023-10-04
5340,1020,1778,transfer,2023-10-28
5341,1015,1932,payment,2023-10-01
5342,1016,559,refund,2023-07-25
5343,1003,1286,transfer,2023-09-21
5344,1014,661,withdrawal,2023-05-04
5345,1020,604,purchase,2023-09-23
5346,1003,543,refund,2023-04-24
5347,1001,1115,payment,2023-11-11
5348,1007,410,transfer,2023-09-16
5349,1019,1979,transfer,2023-12-27
5350,1001,363,purchase,2023-08-05
5351,1004,1516,refund,2023-09-11
5352,1006,1163,purchase,2023-04-01
5353,1013,168,transfer,2023-07-28
5354,1020,632,purchase,2023-06-24
5355,1003,1242,payment,2023-05-21
5356,1013,982,transfer,2023-02-03
5357,1006,1202,payment,2023-01-02
5358,1017,978,payment,2023-08-08
5359,1007,1077,purchase,2023-03-13
5360,1014,1662,transfer,2023-07-07
5361,1011,525,payment,2023-10-24
5362,1015,1048,purchase,2023-08-02
5363,1001,815,payment,2023-12-23
5364,1013,1586,purchase,2023-05-07
5365,1008,249,withdrawal,2023-06-30
5366,1014,1913,payment,2023-04-06
5367,1003,476,refund,2023-03-23
5368,1018,1175,withdrawal,2023-10-15
5369,1015,1225,withdrawal,2023-12-30
5370,1004,1142,purchase,2023-03-28
5371,1003,204,purchase,2023-09-19
5372,1018,1594,refund,2023-03-31
5373,1006,1151,purchase,2023-05-23
5374,1002,1998,withdrawal,2023-08-21
5375,1004,1644,transfer,2023-12-24
5376,1014,875,purchase,2023-11-19
5377,1014,198,withdrawal,2023-07-20
5378,1019,1606,transfer,2023-10-29
5379,1007,1222,transfer,2023-04-08
5380,1011,662,refund,2023-09-29
5381,1009,551,transfer,2023-02-06
5382,1014,194,purchase,2023-06-25
5383,1005,1670,transfer,2023-11-24
5384,1014,300,payment,2023-11-23
5385,1020,1096,refund,2023-05-21
5386,1019,661,purchase,2023-03-07
5387,1012,1796,transfer,2023-11-16
5388,1011,143,refund,2023-05-27
5389,1008,1351,purchase,2023-07-16
5390,1006,1327,purchase,2023-01-09
5391,1010,1965,payment,2023-03-27
5392,1001,862,refund,2023-11-03
5393,1004,1842,refund,2023-02-12
5394,1005,408,transfer,2023-05-23
5395,1012,1475,withdrawal,2023-05-07
5396,1004,1637,transfer,2023-08-28
5397,1013,531,transfer,2023-09-21
5398,1019,861,payment,2023-02-20
5399,1005,797,withdrawal,2023-11-06
5400,1009,1893,payment,2023-11-14
5401,1007,1779,withdrawal,2023-05-06
5402,1020,276,purchase,2023-10-27
5403,1016,367,refund,2023-04-13
5404,1011,1902,transfer,2023-05-18
5405,1002,312,withdrawal,2023-01-31
5406,1006,1863,payment,2023-12-11
5407,1007,1346,refund,2023-02-23
5408,1004,1872,payment,2023-08-15
5409,1018,1347,purchase,2023-12-13
5410,1020,484,withdrawal,2023-05-27
5411,1017,1770,refund,2023-04-04
5412,1001,702,purchase,2023-10-13
5413,1011,823,payment,2023-07-31
5414,1004,755,withdrawal,2023-01-06
5415,1020,1846,transfer,2023-05-08
5416,1005,636,withdrawal,2023-02-18
5417,1012,1860,refund,2023-11-07
5418,1015,1248,transfer,2023-07-16
5419,1002,1165,refund,2023-08-07
5420,1003,722,purchase,2023-01-05
5421,1010,1840,withdrawal,2023-07-26
5422,1001,1361,purchase,2023-05-26
5423,1019,599,withdrawal,2023-09-20
5424,1008,933,transfer,2023-09-05
5425,1010,487,purchase,2023-03-04
5426,1012,810,refund,2023-09-05
5427,1009,1517,purchase,2023-02-27
5428,1003,560,refund,2023-10-24
5429,1011,1832,transfer,2023-11-24
5430,1011,451,purchase,2023-06-14
5431,1019,603,withdrawal,2023-02-18
5432,1010,170,withdrawal,2023-10-27
5433,1005,686,payment,2023-08-11
5434,1019,1375,withdrawal,2023-08-17
5435,1011,1932,purchase,2023-05-22
5436,1012,221,withdrawal,2023-10-26
5437,1019,672,refund,2023-09-30
5438,1003,375,payment,2023-03-08
5439,1011,1040,refund,2023-07-23
5440,1010,1361,transfer,2023-12-02
5441,1009,478,withdrawal,2023-10-23
5442,1013,1722,withdrawal,2023-07-10
5443,1008,253,withdrawal,2023-04-23
5444,1005,884,refund,2023-03-09
5445,1016,966,withdrawal,2023-02-25
5446,1016,404,purchase,2023-05-15
5447,1020,1668,refund,2023-06-01
5448,1010,784,withdrawal,2023-04-19
5449,1002,844,payment,2023-06-26
5450,1008,976,transfer,2023-04-24
5451,1009,994,withdrawal,2023-05-24
5452,1019,1033,withdrawal,2023-07-13
5453,1016,1234,payment,2023-01-06
5454,1004,1564,refund,2023-03-29
5455,1009,1849,refund,2023-02-05
5456,1001,1947,purchase,2023-04-27
5457,1008,788,payment,2023-02-16
5458,1011,196,transfer,2023-08-27
5459,1009,595,withdrawal,2023-05-09
5460,1007,1864,refund,2023-05-05
5461,1010,695,transfer,2023-11-06
5462,1007,380,refund,2023-06-25
5463,1010,645,transfer,2023-08-18
5464,1004,1150,payment,2023-03-06
5465,1011,1556,refund,2023-04-26
5466,1018,1142,withdrawal,2023-05-30
5467,1012,1560,payment,2023-08-06
5468,1016,1481,purchase,2023-11-04
5469,1003,1766,refund,2023-04-03
5470,1020,125,transfer,2023-12-03
5471,1005,632,transfer,2023-12-11
5472,1016,1206,refund,2023-01-30
5473,1008,1997,payment,2023-02-24
5474,1010,280,payment,2023-03-25
5475,1016,766,transfer,2023-10-04
5476,1016,1744,purchase,2023-01-04
5477,1001,1430,purchase,2023-03-29
5478,1019,672,transfer,2023-04-29
5479,1010,850,purchase,2023-04-07
5480,1005,1273,transfer,2023-01-30
5481,1012,392,purchase,2023-12-25
5482,1019,1422,refund,2023-01-02
5483,1019,1298,withdrawal,2023-11-27
5484,1011,1252,payment,2023-03-31
5485,1008,1999,withdrawal,2023-01-27
5486,1013,483,purchase,2023-06-23
5487,1013,319,payment,2023-07-10
5488,1012,1309,purchase,2023-07-02
5489,1006,161,withdrawal,2023-08-17
5490,1008,484,transfer,2023-01-17
5491,1003,1885,withdrawal,2023-05-16
5492,1020,220,refund,2023-11-02
5493,1008,513,transfer,2023-02-02
5494,1015,632,refund,2023-10-23
5495,1001,830,payment,2023-06-18
5496,1019,1881,payment,2023-03-20
5497,1017,341,payment,2023-04-29
5498,1013,1688,payment,2023-01-05
5499,1017,1057,purchase,2023-02-24
5500,1019,481,transfer,2023-04-21
5501,1018,777,purchase,2023-04-07
5502,1012,886,refund,2023-10-09
5503,1014,116,refund,2023-06-27
5504,1012,1991,refund,2023-03-08
5505,1018,906,transfer,2023-06-04
5506,1011,1012,payment,2023-12-12
5507,1003,478,transfer,2023-02-21
5508,1002,887,refund,2023-07-29
5509,1013,912,purchase,2023-06-06
5510,1009,1173,transfer,2023-09-16
5511,1002,228,purchase,2023-04-12
5512,1019,941,purchase,2023-01-20
5513,1007,1706,purchase,2023-10-01
5514,1002,1562,payment,2023-12-02
5515,1015,1048,refund,2023-03-02
5516,1001,652,payment,2023-08-05
5517,1011,474,withdrawal,2023-05-22
5518,1004,1522,payment,2023-10-22
5519,1004,1951,purchase,2023-12-02
5520,1004,1386,payment,2023-07-01
5521,1019,1939,refund,2023-08-21
5522,1006,818,withdrawal,2023-06-05
5523,1020,1942,purchase,2023-09-05
5524,1017,159,purchase,2023-02-21
5525,1014,993,refund,2023-03-29
5526,1019,1978,transfer,2023-10-24
5527,1011,1520,payment,2023-03-20
5528,1014,1540,refund,2023-06-13
5529,1006,1550,payment,2023-11-06
5530,1002,663,refund,2023-01-25
5531,1006,949,payment,2023-05-27
5532,1004,885,refund,2023-09-02
5533,1009,497,payment,2023-05-24
5534,1009,347,purchase,2023-12-08
5535,1010,1834,payment,2023-03-15
5536,1004,904,withdrawal,2023-04-27
5537,1008,1343,payment,2023-03-25
5538,1019,217,refund,2023-08-04
5539,1009,1923,withdrawal,2023-03-04
5540,1019,1016,refund,2023-01-02
5541,1006,438,refund,2023-08-05
5542,1007,521,payment,2023-10-18
5543,1014,1454,purchase,2023-03-17
5544,1003,246,transfer,2023-06-04
5545,1009,301,payment,2023-09-04
5546,1001,651,payment,2023-08-11
5547,1006,1949,purchase,2023-05-08
5548,1017,1743,transfer,2023-02-28
5549,1007,1454,withdrawal,2023-06-13
5550,1018,1014,purchase,2023-10-25
5551,1002,1241,transfer,2023-06-14
5552,1001,674,payment,2023-10-17
5553,1001,685,refund,2023-05-28
5554,1010,707,payment,2023-09-09
5555,1001,1247,payment,2023-04-08
5556,1014,858,transfer,2023-08-31
5557,1005,110,payment,2023-07-09
5558,1008,1611,withdrawal,2023-01-01
5559,1006,694,withdrawal,2023-08-02
5560,1018,643,purchase,2023-11-06
5561,1020,1606,purchase,2023-02-01
5562,1007,350,transfer,2023-11-02
5563,1015,1809,payment,2023-08-23
5564,1008,1723,withdrawal,2023-08-12
5565,1005,670,payment,2023-06-25
5566,1009,188,refund,2023-03-01
5567,1009,577,transfer,2023-12-03
5568,1005,1790,payment,2023-11-11
5569,1018,656,withdrawal,2023-03-26
5570,1018,667,payment,2023-03-19
5571,1003,1236,transfer,2023-07-16
5572,1003,1905,purchase,2023-08-16
5573,1009,589,payment,2023-10-25
5574,1018,1395,refund,2023-05-19
5575,1009,1234,transfer,2023-11-17
5576,1010,1805,withdrawal,2023-06-21
5577,1011,1897,payment,2023-12-07
5578,1005,667,withdrawal,2023-10-24
5579,1005,875,refund,2023-07-18
5580,1009,1593,payment,2023-12-30
5581,1002,1294,withdrawal,2023-02-03
5582,1017,751,payment,2023-10-01
5583,1014,851,payment,2023-05-19
5584,1008,1837,purchase,2023-09-29
5585,1001,656,transfer,2023-09-22
5586,1008,1865,payment,2023-11-06
5587,1011,147,purchase,2023-04-24
5588,1013,798,purchase,2023-08-01
5589,1018,697,purchase,2023-06-29
5590,1004,1647,withdrawal,2023-02-07
5591,1005,1421,refund,2023-05-14
5592,1007,1331,refund,2023-02-06
5593,1008,997,payment,2023-11-12
5594,1019,102,payment,2023-01-10
5595,1018,760,refund,2023-07-18
5596,1016,1918,purchase,2023-03-06
5597,1008,529,payment,2023-06-30
5598,1003,594,purchase,2023-06-29
5599,1003,1177,payment,2023-08-17
5600,1005,517,purchase,2023-04-06
5601,1008,200,purchase,2023-11-14
5602,1019,1995,withdrawal,2023-04-17
5603,1002,290,withdrawal,2023-01-18
5604,1005,1974,purchase,2023-07-15
5605,1003,821,transfer,2023-06-13
5606,1011,1047,withdrawal,2023-06-22
5607,1017,1300,transfer,2023-09-23
5608,1019,877,payment,2023-04-02
5609,1017,1021,withdrawal,2023-01-26
5610,1003,1076,transfer,2023-01-29
5611,1006,1248,withdrawal,2023-08-04
5612,1004,758,refund,2023-06-16
5613,1005,1536,purchase,2023-10-30
5614,1013,1506,payment,2023-09-19
5615,1006,1141,payment,2023-02-16
5616,1017,168,refund,2023-06-03
5617,1012,1421,refund,2023-10-24
5618,1014,1570,refund,2023-07-10
5619,1008,1274,transfer,2023-01-23
5620,1019,1789,withdrawal,2023-03-16
5621,1002,1804,purchase,2023-06-22
5622,1002,1926,payment,2023-08-26
5623,1003,1789,withdrawal,2023-10-12
5624,1012,842,withdrawal,2023-08-21
5625,1010,1192,refund,2023-01-08
5626,1018,1384,refund,2023-04-03
5627,1020,1679,refund,2023-08-30
5628,1002,595,transfer,2023-06-15
5629,1013,311,refund,2023-12-22
5630,1003,1146,transfer,2023-08-14
5631,1001,1231,payment,2023-07-12
5632,1011,622,withdrawal,2023-02-19
5633,1007,670,refund,2023-03-24
5634,1005,478,transfer,2023-09-15
5635,1019,1455,payment,2023-02-10
5636,1006,242,purchase,2023-11-18
5637,1010,865,refund,2023-04-15
5638,1007,175,withdrawal,2023-11-13
5639,1016,1953,payment,2023-05-20
5640,1018,1245,purchase,2023-04-12
5641,1017,408,refund,2023-05-30
5642,1018,219,withdrawal,2023-06-21
5643,1005,526,purchase,2023-10-09
5644,1019,307,purchase,2023-05-07
5645,1006,1534,purchase,2023-08-30
5646,1001,1401,payment,2023-12-29
5647,1004,1322,refund,2023-09-03
5648,1010,1345,refund,2023-07-26
5649,1012,1699,refund,2023-04-25
5650,1002,559,refund,2023-09-06
5651,1016,1702,payment,2023-10-28
5652,1005,571,purchase,2023-10-13
5653,1006,376,transfer,2023-08-28
5654,1009,821,refund,2023-06-01
5655,1012,143,refund,2023-05-16
5656,1014,673,refund,2023-07-13
5657,1007,730,refund,2023-08-14
5658,1005,751,withdrawal,2023-01-03
5659,1006,742,transfer,2023-08-28
5660,1003,333,withdrawal,2023-09-20
5661,1010,1115,withdrawal,2023-01-01
5662,1006,1985,payment,2023-06-11
5663,1010,1645,payment,2023-03-24
5664,1005,478,withdrawal,2023-12-07
5665,1006,470,purchase,2023-03-10
5666,1018,403,purchase,2023-08-29
5667,1012,1590,refund,2023-02-13
5668,1008,1891,payment,2023-11-07
5669,1006,118,withdrawal,2023-06-09
5670,1006,1835,transfer,2023-02-07
5671,1013,1280,purchase,2023-06-10
5672,1009,1468,transfer,2023-12-21
5673,1019,544,payment,2023-08-27
5674,1005,827,payment,2023-11-27
5675,1007,1527,transfer,2023-12-17
5676,1016,1070,transfer,2023-08-29
5677,1003,585,refund,2023-05-06
5678,1020,344,purchase,2023-09-10
5679,1007,177,refund,2023-07-25
5680,1006,108,transfer,2023-11-12
5681,1006,643,payment,2023-01-22
5682,1013,1912,refund,2023-09-28
5683,1015,1659,transfer,2023-07-05
5684,1020,1684,withdrawal,2023-06-10
5685,1012,1699,refund,2023-07-20
5686,1006,1488,purchase,2023-10-27
5687,1008,732,transfer,2023-11-06
5688,1008,1634,purchase,2023-08-28
5689,1002,1491,refund,2023-05-11
5690,1011,1881,withdrawal,2023-10-07
5691,1001,1944,withdrawal,2023-07-26
5692,1010,1104,refund,2023-12-06
5693,1016,1058,withdrawal,2023-04-15
5694,1002,1276,purchase,2023-06-16
5695,1007,1059,transfer,2023-11-01
5696,1017,1026,refund,2023-05-03
5697,1001,107,refund,2023-12-17
5698,1020,596,transfer,2023-03-15
5699,1002,198,purchase,2023-02-24
5700,1012,1751,purchase,2023-07-20
5701,1015,1323,payment,2023-03-08
5702,1012,1699,transfer,2023-08-16
5703,1008,1261,refund,2023-01-12
5704,1010,952,payment,2023-12-14
5705,1012,765,withdrawal,2023-04-18
5706,1020,206,refund,2023-03-31
5707,1012,1424,refund,2023-07-08
5708,1010,745,transfer,2023-11-08
5709,1014,561,refund,2023-10-29
5710,1005,1622,payment,2023-12-23
5711,1007,982,withdrawal,2023-04-03
5712,1012,1896,purchase,2023-11-15
5713,1013,159,withdrawal,2023-12-06
5714,1013,1403,payment,2023-11-07
5715,1004,1382,purchase,2023-01-26
5716,1009,106,refund,2023-08-24
5717,1016,480,withdrawal,2023-02-27
5718,1020,1561,withdrawal,2023-08-09
5719,1001,1269,refund,2023-05-08
5720,1002,1261,purchase,2023-08-17
5721,1016,955,transfer,2023-01-09
5722,1009,1965,refund,2023-03-29
5723,1004,1245,payment,2023-10-26
5724,1019,1902,withdrawal,2023-11-14
5725,1011,131,transfer,2023-10-07
5726,1009,1822,payment,2023-12-22
5727,1007,315,payment,2023-10-08
5728,1012,971,transfer,2023-09-06
5729,1004,282,withdrawal,2023-02-11
5730,1020,192,refund,2023-09-12
5731,1008,1217,payment,2023-07-28
5732,1019,136,refund,2023-10-01
5733,1001,427,refund,2023-05-19
5734,1013,730,purchase,2023-02-13
5735,1003,1899,payment,2023-12-20
5736,1011,1334,payment,2023-01-09
5737,1005,1092,payment,2023-02-08
5738,1004,1339,withdrawal,2023-02-07
5739,1001,447,transfer,2023-01-29
5740,1009,1528,refund,2023-11-25
5741,1010,957,withdrawal,2023-11-29
5742,1009,852,refund,2023-06-26
5743,1013,1165,transfer,2023-05-31
5744,1016,118,purchase,2023-08-31
5745,1019,1092,transfer,2023-09-22
5746,1010,715,transfer,2023-05-23
5747,1003,861,refund,2023-07-02
5748,1020,1744,refund,2023-12-01
5749,1012,1445,payment,2023-05-12
5750,1012,689,refund,2023-03-11
5751,1006,468,transfer,2023-12-25
5752,1017,863,withdrawal,2023-07-01
5753,1013,1874,refund,2023-07-22
5754,1020,596,purchase,2023-07-21
5755,1006,961,withdrawal,2023-08-07
5756,1010,521,transfer,2023-07-27
5757,1011,109,refund,2023-03-06
5758,1007,1556,refund,2023-09-26
5759,1001,1408,payment,2023-04-24
5760,1005,138,withdrawal,2023-03-01
5761,1018,1840,transfer,2023-03-20
5762,1020,1283,purchase,2023-07-20
5763,1005,924,transfer,2023-11-14
5764,1009,520,transfer,2023-08-30
5765,1005,1571,payment,2023-04-17
5766,1013,1813,withdrawal,2023-05-31
5767,1011,192,payment,2023-03-11
5768,1002,1177,transfer,2023-11-05
5769,1004,1713,transfer,2023-03-03
5770,1020,261,purchase,2023-11-01
5771,1020,1991,transfer,2023-06-27
5772,1004,992,transfer,2023-02-03
5773,1005,1014,refund,2023-04-21
5774,1004,895,payment,2023-09-25
5775,1019,1656,refund,2023-11-08
5776,1001,1338,withdrawal,2023-10-27
5777,1014,363,payment,2023-07-09
5778,1020,924,payment,2023-08-26
5779,1017,1665,refund,2023-02-13
5780,1002,534,withdrawal,2023-12-22
5781,1001,1443,payment,2023-09-21
5782,1008,901,purchase,2023-06-15
5783,1003,1029,withdrawal,2023-07-12
5784,1005,648,transfer,2023-05-27
5785,1003,1542,payment,2023-04-02
5786,1019,1131,transfer,2023-12-04
5787,1010,1823,withdrawal,2023-08-16
5788,1006,321,transfer,2023-07-04
5789,1016,1512,withdrawal,2023-01-09
5790,1011,613,transfer,2023-10-13
5791,1006,1343,payment,2023-02-12
5792,1014,1811,payment,2023-03-24
5793,1018,898,transfer,2023-12-23
5794,1020,415,payment,2023-08-18
5795,1013,1147,refund,2023-04-25
5796,1004,1200,refund,2023-11-19
5797,1017,1690,payment,2023-08-31
5798,1002,1212,transfer,2023-08-10
5799,1014,158,payment,2023-10-30
5800,1003,1042,refund,2023-10-12
5801,1006,134,withdrawal,2023-06-01
5802,1012,1879,payment,2023-02-03
5803,1020,995,transfer,2023-10-24
5804,1001,1969,refund,2023-12-26
5805,1011,198,payment,2023-04-19
5806,1008,1266,refund,2023-10-21
5807,1002,1445,payment,2023-01-17
5808,1019,417,purchase,2023-01-06
5809,1007,542,refund,2023-08-04
5810,1006,1197,purchase,2023-11-14
5811,1018,553,transfer,2023-04-26
5812,1007,1470,refund,2023-01-05
5813,1020,702,transfer,2023-04-02
5814,1012,218,purchase,2023-12-12
5815,1007,955,payment,2023-06-26
5816,1013,1918,withdrawal,2023-02-11
5817,1002,1817,payment,2023-09-10
5818,1007,924,refund,2023-07-14
5819,1020,1596,transfer,2023-03-27
5820,1016,705,refund,2023-12-06
5821,1005,1188,transfer,2023-01-24
5822,1004,559,payment,2023-09-25
5823,1017,795,payment,2023-03-01
5824,1019,1058,transfer,2023-05-25
5825,1017,264,payment,2023-04-30
5826,1016,1311,refund,2023-11-11
5827,1009,393,transfer,2023-02-14
5828,1014,1146,transfer,2023-05-19
5829,1019,870,purchase,2023-01-08
5830,1020,933,payment,2023-10-11
5831,1017,102,payment,2023-10-25
5832,1014,371,withdrawal,2023-11-04
5833,1007,1097,refund,2023-12-06
5834,1015,1230,payment,2023-08-02
5835,1019,368,purchase,2023-11-18
5836,1001,415,transfer,2023-07-09
5837,1006,355,withdrawal,2023-09-30
5838,1001,304,withdrawal,2023-03-19
5839,1020,891,payment,2023-11-25
5840,1007,139,transfer,2023-05-19
5841,1005,1284,purchase,2023-06-09
5842,1001,862,payment,2023-01-11
5843,1016,586,refund,2023-04-10
5844,1009,1357,payment,2023-03-27
5845,1019,362,payment,2023-04-30
5846,1008,291,payment,2023-10-04
5847,1001,1880,refund,2023-08-07
5848,1013,1631,refund,2023-02-16
5849,1013,1925,purchase,2023-02-10
5850,1016,1304,withdrawal,2023-06-04
5851,1005,819,payment,2023-09-23
5852,1015,1855,withdrawal,2023-01-29
5853,1017,1612,refund,2023-04-29
5854,1005,939,payment,2023-07-13
5855,1015,697,refund,2023-10-31
5856,1002,1732,withdrawal,2023-07-28
5857,1015,131,payment,2023-08-13
5858,1016,1607,transfer,2023-11-29
5859,1005,1400,withdrawal,2023-04-20
5860,1020,1640,withdrawal,2023-07-13
5861,1013,972,payment,2023-03-05
5862,1017,563,purchase,2023-08-17
5863,1002,1656,refund,2023-04-08
5864,1016,267,refund,2023-05-30
5865,1005,1356,withdrawal,2023-07-10
5866,1008,878,transfer,2023-08-28
5867,1009,620,refund,2023-08-18
5868,1001,501,purchase,2023-03-28
5869,1012,210,payment,2023-02-22
5870,1014,270,transfer,2023-12-03
5871,1006,1789,payment,2023-01-02
5872,1015,1580,purchase,2023-07-26
5873,1006,223,transfer,2023-01-24
5874,1005,1139,refund,2023-04-02
5875,1019,1966,purchase,2023-12-13
5876,1018,1769,payment,2023-12-08
5877,1017,1722,withdrawal,2023-10-14
5878,1007,390,withdrawal,2023-09-06
5879,1004,869,refund,2023-08-24
5880,1014,294,purchase,2023-02-20
5881,1019,1985,purchase,2023-08-09
5882,1014,1153,purchase,2023-05-27
5883,1019,1926,transfer,2023-03-07
5884,1010,1610,refund,2023-02-25
5885,1017,1638,payment,2023-03-05
5886,1020,1949,purchase,2023-08-18
5887,1017,1782,withdrawal,2023-06-11
5888,1004,695,transfer,2023-08-13
5889,1015,575,payment,2023-02-07
5890,1002,762,withdrawal,2023-05-19
5891,1011,1725,payment,2023-03-23
5892,1005,661,payment,2023-10-24
5893,1006,387,purchase,2023-11-26
5894,1008,1765,refund,2023-12-28
5895,1006,1376,payment,2023-12-14
5896,1010,764,transfer,2023-05-30
5897,1014,1667,payment,2023-06-24
5898,1012,1402,transfer,2023-05-27
5899,1014,1881,transfer,2023-09-01
5900,1018,1345,withdrawal,2023-10-16
5901,1014,1258,payment,2023-11-08
5902,1004,194,payment,2023-01-10
5903,1017,205,purchase,2023-07-12
5904,1014,1935,purchase,2023-12-09
5905,1018,1247,purchase,2023-01-10
5906,1020,1739,purchase,2023-06-15
5907,1010,1960,purchase,2023-02-27
5908,1005,829,transfer,2023-12-16
5909,1012,372,withdrawal,2023-08-29
5910,1002,379,payment,2023-01-05
5911,1013,1786,payment,2023-01-14
5912,1006,748,refund,2023-11-19
5913,1007,490,payment,2023-02-13
5914,1013,1688,payment,2023-10-31
5915,1001,1482,purchase,2023-12-06
5916,1019,977,purchase,2023-01-22
5917,1004,1426,transfer,2023-07-17
5918,1004,1916,refund,2023-09-11
5919,1010,1868,transfer,2023-05-14
5920,1007,999,refund,2023-03-25
5921,1014,620,payment,2023-11-10
5922,1008,508,transfer,2023-04-01
5923,1011,1242,transfer,2023-11-19
5924,1009,1585,payment,2023-08-26
5925,1002,221,payment,2023-11-07
5926,1001,1422,transfer,2023-03-08
5927,1019,1953,withdrawal,2023-06-14
5928,1015,1216,withdrawal,2023-08-09
5929,1015,1650,purchase,2023-01-01
5930,1007,330,refund,2023-12-07
5931,1014,410,transfer,2023-12-04
5932,1015,1445,payment,2023-09-05
5933,1005,927,withdrawal,2023-03-15
5934,1013,155,refund,2023-02-15
5935,1013,1054,payment,2023-11-21
5936,1009,1299,refund,2023-07-12
5937,1004,1016,payment,2023-12-06
5938,1018,1254,refund,2023-06-03
5939,1005,243,payment,2023-08-03
5940,1019,1772,purchase,2023-05-24
5941,1007,413,withdrawal,2023-10-21
5942,1010,1636,withdrawal,2023-12-11
5943,1001,137,payment,2023-04-18
5944,1019,1476,withdrawal,2023-11-26
5945,1007,1823,transfer,2023-05-19
5946,1016,713,withdrawal,2023-10-23
5947,1014,1600,refund,2023-05-31
5948,1001,745,withdrawal,2023-01-31
5949,1010,1011,withdrawal,2023-04-19
5950,1009,1732,withdrawal,2023-10-17
5951,1010,1522,transfer,2023-12-03
5952,1018,998,transfer,2023-04-13
5953,1018,432,transfer,2023-03-17
5954,1018,244,refund,2023-01-23
5955,1001,533,payment,2023-04-30
5956,1009,176,payment,2023-06-06
5957,1007,749,payment,2023-01-04
5958,1004,1788,withdrawal,2023-12-11
5959,1017,1787,purchase,2023-03-17
5960,1014,400,refund,2023-10-15
5961,1009,200,purchase,2023-04-06
5962,1014,867,transfer,2023-11-10
5963,1019,1713,withdrawal,2023-10-25
5964,1006,1661,withdrawal,2023-10-11
5965,1016,1324,transfer,2023-06-04
5966,1008,1698,payment,2023-06-09
5967,1005,1228,payment,2023-10-09
5968,1001,1066,withdrawal,2023-06-01
5969,1013,757,payment,2023-05-15
5970,1009,582,payment,2023-08-08
5971,1003,268,payment,2023-06-14
5972,1003,1781,purchase,2023-04-04
5973,1010,454,purchase,2023-01-23
5974,1001,1416,withdrawal,2023-05-22
5975,1002,926,refund,2023-02-28
5976,1006,1957,refund,2023-05-21
5977,1005,1400,withdrawal,2023-02-08
5978,1016,1962,transfer,2023-04-12
5979,1017,1291,withdrawal,2023-09-13
5980,1020,363,refund,2023-08-05
5981,1005,1376,purchase,2023-09-08
5982,1002,1151,payment,2023-12-27
5983,1013,514,transfer,2023-07-21
5984,1006,211,withdrawal,2023-02-14
5985,1001,1971,payment,2023-08-01
5986,1016,254,refund,2023-05-12
5987,1012,1406,refund,2023-04-23
5988,1018,424,refund,2023-08-18
5989,1008,701,withdrawal,2023-10-20
5990,1015,482,payment,2023-08-25
5991,1003,1497,purchase,2023-05-10
5992,1013,696,refund,2023-12-25
5993,1005,1325,transfer,2023-11-04
5994,1016,1913,withdrawal,2023-11-03
5995,1011,854,transfer,2023-10-03
5996,1013,687,refund,2023-05-01
5997,1005,358,payment,2023-09-09
5998,1001,676,transfer,2023-05-19
5999,1015,908,transfer,2023-12-01
6000,1013,1219,refund,2023-07-23
6001,1015,1083,transfer,2023-06-07
6002,1002,1094,transfer,2023-02-28
6003,1019,973,refund,2023-11-02
6004,1016,1204,refund,2023-03-12
6005,1005,813,purchase,2023-03-21
6006,1008,696,payment,2023-01-29
6007,1010,886,payment,2023-09-01
6008,1013,1140,withdrawal,2023-10-19
6009,1020,389,transfer,2023-01-31
6010,1007,888,withdrawal,2023-05-28
6011,1004,1609,purchase,2023-04-21
6012,1008,1176,refund,2023-10-10
6013,1017,1492,payment,2023-06-04
6014,1005,852,withdrawal,2023-01-15
6015,1001,1152,purchase,2023-05-09
6016,1008,1745,payment,2023-05-02
6017,1009,205,purchase,2023-04-07
6018,1012,1744,payment,2023-06-13
6019,1020,1062,payment,2023-05-25
6020,1011,374,refund,2023-01-21
6021,1012,1605,payment,2023-07-01
6022,1014,1662,purchase,2023-10-23
6023,1003,108,withdrawal,2023-03-27
6024,1007,1539,payment,2023-05-25
6025,1013,1502,purchase,2023-08-25
